impact,forecast,currency,weekday,time,date,event
low,-0.4%,JPY,Wed,6:50pm,2016-11-30,Capital Spending q/y
high,-2.8%,AUD,Wed,7:30pm,2016-11-30,Private Capital Expenditure q/q
low,51.1,JPY,Wed,7:30pm,2016-11-30,Final Manufacturing PMI
high,,EUR,Wed,7:45am,2016-11-30,ECB President Draghi Speaks
high,51.0,CNY,Wed,8:00pm,2016-11-30,Manufacturing PMI
medium,,CNY,Wed,8:00pm,2016-11-30,Non-Manufacturing PMI
high,161K,USD,Wed,8:15am,2016-11-30,ADP Non-Farm Employment Change
high,0.1%,CAD,Wed,8:30am,2016-11-30,GDP m/m
medium,3.2%,CAD,Wed,8:30am,2016-11-30,RMPI m/m
low,0.7%,CAD,Wed,8:30am,2016-11-30,IPPI m/m
medium,0.1%,USD,Wed,8:30am,2016-11-30,Core PCE Price Index m/m
medium,0.5%,USD,Wed,8:30am,2016-11-30,Personal Spending m/m
low,0.4%,USD,Wed,8:30am,2016-11-30,Personal Income m/m
high,50.9,CNY,Wed,8:45pm,2016-11-30,Caixin Manufacturing PMI
medium,52.1,USD,Wed,9:45am,2016-11-30,Chicago PMI
high,,ALL,Wed,All Day,2016-11-30,OPEC Meetings
high,52.1,USD,Thu,10:00am,2016-12-01,ISM Manufacturing PMI
low,0.6%,USD,Thu,10:00am,2016-12-01,Construction Spending m/m
low,52.0,USD,Thu,10:00am,2016-12-01,ISM Manufacturing Prices
low,-52B,USD,Thu,10:30am,2016-12-01,Natural Gas Storage
low,,AUD,Thu,12:30am,2016-12-01,Commodity Prices y/y
low,0.2%,GBP,Thu,1:59am,2016-12-01,Nationwide HPI m/m
low,-2.0%,CHF,Thu,3:15am,2016-12-01,Retail Sales y/y
medium,53.7,EUR,Thu,3:15am,2016-12-01,Spanish Manufacturing PMI
low,54.5,CHF,Thu,3:30am,2016-12-01,Manufacturing PMI
low,51.4,EUR,Thu,3:45am,2016-12-01,Italian Manufacturing PMI
low,51.5,EUR,Thu,3:50am,2016-12-01,French Final Manufacturing PMI
low,54.4,EUR,Thu,3:55am,2016-12-01,German Final Manufacturing PMI
low,53.7,EUR,Thu,4:00am,2016-12-01,Final Manufacturing PMI
low,11.6%,EUR,Thu,4:00am,2016-12-01,Italian Monthly Unemployment Rate
high,54.4,GBP,Thu,4:30am,2016-12-01,Manufacturing PMI
low,,EUR,Thu,4:49am,2016-12-01,Spanish 10-y Bond Auction
low,10.0%,EUR,Thu,5:00am,2016-12-01,Unemployment Rate
low,23.2%,JPY,Thu,6:50pm,2016-12-01,Monetary Base y/y
low,,USD,Thu,7:30am,2016-12-01,Challenger Job Cuts y/y
high,0.3%,AUD,Thu,7:30pm,2016-12-01,Retail Sales m/m
high,252K,USD,Thu,8:30am,2016-12-01,Unemployment Claims
low,,CAD,Thu,9:30am,2016-12-01,RBC Manufacturing PMI
low,53.9,USD,Thu,9:45am,2016-12-01,Final Manufacturing PMI
low,17.9M,USD,Thu,All Day,2016-12-01,Total Vehicle Sales
low,,USD,Fri,1:00pm,2016-12-02,FOMC Member Tarullo Speaks
low,0.3%,CHF,Fri,1:45am,2016-12-02,GDP q/q
medium,-25.8K,EUR,Fri,3:00am,2016-12-02,Spanish Unemployment Change
high,52.3,GBP,Fri,4:30am,2016-12-02,Construction PMI
low,0.4%,EUR,Fri,5:00am,2016-12-02,PPI m/m
high,-16.5K,CAD,Fri,8:30am,2016-12-02,Employment Change
high,7.0%,CAD,Fri,8:30am,2016-12-02,Unemployment Rate
