impact,forecast,currency,weekday,time,date,event
low,,GBP,Tue,6:00am,2016-07-12,BOE Quarterly Bulletin
low,,AUD,Tue,7:30pm,2016-07-12,Westpac Consumer Sentiment
medium,,NZD,Tue,7:30pm,2016-07-12,RBNZ Assist Gov McDermott Speaks
low,,USD,Tue,8:15am,2016-07-12,FOMC Member Tarullo Speaks
medium,,USD,Tue,8:35am,2016-07-12,FOMC Member Bullard Speaks
medium,5.74M,USD,Tue,9:00am,2016-07-12,JOLTS Job Openings
low,0.2%,USD,Tue,9:00am,2016-07-12,Final Wholesale Inventories m/m
high,,CAD,Wed,10:15am,2016-07-13,BOC Press Conference
low,,USD,Wed,12:01pm,2016-07-13,30-y Bond Auction
low,,USD,Wed,1:00pm,2016-07-13,Beige Book
low,24.2B,USD,Wed,1:00pm,2016-07-13,Federal Budget Balance
low,0.2%,EUR,Wed,1:45am,2016-07-13,French Final CPI m/m
high,320B,CNY,Wed,2:00am,2016-07-13,Trade Balance
low,46.0B,CNY,Wed,2:34am,2016-07-13,USD-Denominated Trade Balance
medium,,GBP,Wed,3:30am,2016-07-13,BOE Credit Conditions Survey
low,-0.8%,EUR,Wed,4:00am,2016-07-13,Industrial Production m/m
low,,EUR,Wed,4:32am,2016-07-13,German 10-y Bond Auction
low,,NZD,Wed,5:30pm,2016-07-13,Business NZ Manufacturing Index
low,8%,GBP,Wed,6:01pm,2016-07-13,RICS House Price Balance
medium,0.6%,USD,Wed,7:30am,2016-07-13,Import Prices m/m
low,,AUD,Wed,8:00pm,2016-07-13,MI Inflation Expectations
high,10.1K,AUD,Wed,8:30pm,2016-07-13,Employment Change
high,5.8%,AUD,Wed,8:30pm,2016-07-13,Unemployment Rate
low,,AUD,Wed,8:30pm,2016-07-13,New Motor Vehicle Sales m/m
high,,CAD,Wed,9:00am,2016-07-13,BOC Monetary Policy Report
high,,CAD,Wed,9:00am,2016-07-13,BOC Rate Statement
high,0.50%,CAD,Wed,9:00am,2016-07-13,Overnight Rate
high,-2.3M,USD,Wed,9:30am,2016-07-13,Crude Oil Inventories
medium,0.2%,CHF,Thu,2:15am,2016-07-14,PPI m/m
high,0-9-0,GBP,Thu,6:00am,2016-07-14,MPC Official Bank Rate Votes
high,,GBP,Thu,6:00am,2016-07-14,Monetary Policy Summary
high,0.25%,GBP,Thu,6:00am,2016-07-14,Official Bank Rate
medium,375B,GBP,Thu,6:00am,2016-07-14,Asset Purchase Facility
medium,0-0-9,GBP,Thu,6:00am,2016-07-14,MPC Asset Purchase Facility Votes
medium,0.2%,CAD,Thu,7:30am,2016-07-14,NHPI m/m
high,0.3%,USD,Thu,7:30am,2016-07-14,PPI m/m
high,263K,USD,Thu,7:30am,2016-07-14,Unemployment Claims
medium,0.1%,USD,Thu,7:30am,2016-07-14,Core PPI m/m
high,6.6%,CNY,Thu,9:00pm,2016-07-14,GDP q/y
high,5.9%,CNY,Thu,9:00pm,2016-07-14,Industrial Production y/y
medium,9.4%,CNY,Thu,9:00pm,2016-07-14,Fixed Asset Investment ytd/y
medium,,CNY,Thu,9:00pm,2016-07-14,NBS Press Conference
low,11.4%,CNY,Thu,9:00pm,2016-07-14,M2 Money Supply y/y
low,1000B,CNY,Thu,9:00pm,2016-07-14,New Loans
low,9.9%,CNY,Thu,9:00pm,2016-07-14,Retail Sales y/y
low,61B,USD,Thu,9:30am,2016-07-14,Natural Gas Storage
holiday,,EUR,Thu,All Day,2016-07-14,French Bank Holiday
low,3.27B,EUR,Fri,3:00am,2016-07-15,Italian Trade Balance
low,-1.1%,GBP,Fri,3:30am,2016-07-15,Construction Output m/m
medium,0.1%,EUR,Fri,4:00am,2016-07-15,Final CPI y/y
low,0.9%,EUR,Fri,4:00am,2016-07-15,Final Core CPI y/y
low,25.2B,EUR,Fri,4:00am,2016-07-15,Trade Balance
high,,GBP,Fri,7:00am,2016-07-15,BOE Gov Carney Speaks
high,-0.8%,CAD,Fri,7:30am,2016-07-15,Manufacturing Sales m/m
high,0.2%,USD,Fri,7:30am,2016-07-15,CPI m/m
high,0.2%,USD,Fri,7:30am,2016-07-15,Core CPI m/m
high,0.4%,USD,Fri,7:30am,2016-07-15,Core Retail Sales m/m
high,0.1%,USD,Fri,7:30am,2016-07-15,Retail Sales m/m
medium,5.1,USD,Fri,7:30am,2016-07-15,Empire State Manufacturing Index
medium,75.2%,USD,Fri,8:15am,2016-07-15,Capacity Utilization Rate
medium,0.2%,USD,Fri,8:15am,2016-07-15,Industrial Production m/m
low,,GBP,Fri,8:30am,2016-07-15,CB Leading Index m/m
high,93.7,USD,Fri,9:00am,2016-07-15,Prelim UoM Consumer Sentiment
low,0.1%,USD,Fri,9:00am,2016-07-15,Business Inventories m/m
low,,USD,Fri,9:00am,2016-07-15,Prelim UoM Inflation Expectations
,,,Sat,,2016-07-16,
high,0.5%,NZD,Sun,5:45pm,2016-07-17,CPI q/q
low,,GBP,Sun,6:01pm,2016-07-17,Rightmove HPI m/m
holiday,,JPY,Sun,All Day,2016-07-17,Bank Holiday
low,31.6B,USD,Mon,3:00pm,2016-07-18,TIC Long-Term Purchases
high,,GBP,Mon,3:15am,2016-07-18,MPC Member Weale Speaks
low,,EUR,Mon,5:00am,2016-07-18,German Buba Monthly Report
medium,15.39B,CAD,Mon,7:30am,2016-07-18,Foreign Securities Purchases
high,,AUD,Mon,8:30pm,2016-07-18,Monetary Policy Meeting Minutes
low,60,USD,Mon,9:00am,2016-07-18,NAHB Housing Market Index
low,,AUD,Mon,9:30am,2016-07-18,CB Leading Index m/m
high,0.4%,GBP,Tue,3:30am,2016-07-19,CPI y/y
medium,0.9%,GBP,Tue,3:30am,2016-07-19,PPI Input m/m
medium,1.4%,GBP,Tue,3:30am,2016-07-19,RPI y/y
low,1.3%,GBP,Tue,3:30am,2016-07-19,Core CPI y/y
low,7.9%,GBP,Tue,3:30am,2016-07-19,HPI y/y
low,0.1%,GBP,Tue,3:30am,2016-07-19,PPI Output m/m
high,8.2,EUR,Tue,4:00am,2016-07-19,German ZEW Economic Sentiment
medium,12.3,EUR,Tue,4:00am,2016-07-19,ZEW Economic Sentiment
high,1.15M,USD,Tue,7:30am,2016-07-19,Building Permits
medium,1.17M,USD,Tue,7:30am,2016-07-19,Housing Starts
low,,AUD,Tue,7:30pm,2016-07-19,MI Leading Index m/m
medium,,GBP,Tue,9:05am,2016-07-19,MPC Member Broadbent Speaks
high,,NZD,Tue,9:14am,2016-07-19,GDT Price Index
low,,NZD,Wed,10:00pm,2016-07-20,Credit Card Spending y/y
low,-1.0%,JPY,Wed,11:30pm,2016-07-20,All Industries Activity m/m
low,0.2%,EUR,Wed,1:00am,2016-07-20,German PPI m/m
low,24.9B,EUR,Wed,3:00am,2016-07-20,Current Account
high,2.3%,GBP,Wed,3:30am,2016-07-20,Average Earnings Index 3m/y
high,4.1K,GBP,Wed,3:30am,2016-07-20,Claimant Count Change
medium,5.0%,GBP,Wed,3:30am,2016-07-20,Unemployment Rate
low,,CHF,Wed,4:00am,2016-07-20,Credit Suisse Economic Expectations
low,,NZD,Wed,5:45pm,2016-07-20,Visitor Arrivals m/m
low,,CNY,Wed,8:00am,2016-07-20,CB Leading Index m/m
medium,,AUD,Wed,8:30pm,2016-07-20,NAB Quarterly Business Confidence
low,-8,EUR,Wed,9:00am,2016-07-20,Consumer Confidence
high,-1.3M,USD,Wed,9:30am,2016-07-20,Crude Oil Inventories
low,3.49B,CHF,Thu,1:00am,2016-07-21,Trade Balance
high,-0.4%,GBP,Thu,3:30am,2016-07-21,Retail Sales m/m
medium,9.3B,GBP,Thu,3:30am,2016-07-21,Public Sector Net Borrowing
high,0.00%,EUR,Thu,6:45am,2016-07-21,Minimum Bid Rate
medium,0.2%,CAD,Thu,7:30am,2016-07-21,Wholesale Sales m/m
high,,EUR,Thu,7:30am,2016-07-21,ECB Press Conference
high,5.1,USD,Thu,7:30am,2016-07-21,Philly Fed Manufacturing Index
high,271K,USD,Thu,7:30am,2016-07-21,Unemployment Claims
low,0.4%,USD,Thu,8:00am,2016-07-21,HPI m/m
medium,5.48M,USD,Thu,9:00am,2016-07-21,Existing Home Sales
low,0.2%,USD,Thu,9:00am,2016-07-21,CB Leading Index m/m
low,48.3,JPY,Thu,9:00pm,2016-07-21,Flash Manufacturing PMI
low,40B,USD,Thu,9:30am,2016-07-21,Natural Gas Storage
medium,48.1,EUR,Fri,2:00am,2016-07-22,French Flash Manufacturing PMI
medium,49.6,EUR,Fri,2:00am,2016-07-22,French Flash Services PMI
medium,53.6,EUR,Fri,2:30am,2016-07-22,German Flash Manufacturing PMI
medium,53.3,EUR,Fri,2:30am,2016-07-22,German Flash Services PMI
medium,52.1,EUR,Fri,3:00am,2016-07-22,Flash Manufacturing PMI
medium,52.3,EUR,Fri,3:00am,2016-07-22,Flash Services PMI
high,47.8,GBP,Fri,3:30am,2016-07-22,Manufacturing PMI
high,48.9,GBP,Fri,3:30am,2016-07-22,Services PMI
low,0.2%,EUR,Fri,4:00am,2016-07-22,Italian Retail Sales m/m
high,0.0%,CAD,Fri,7:30am,2016-07-22,Core CPI m/m
high,0.3%,CAD,Fri,7:30am,2016-07-22,Core Retail Sales m/m
medium,0.2%,CAD,Fri,7:30am,2016-07-22,CPI m/m
medium,0.0%,CAD,Fri,7:30am,2016-07-22,Retail Sales m/m
low,51.9,USD,Fri,8:45am,2016-07-22,Flash Manufacturing PMI
high,,ALL,Sat,Day 1,2016-07-23,G20 Meetings
low,0.24T,JPY,Sun,6:50pm,2016-07-24,Trade Balance
high,,ALL,Sun,Day 2,2016-07-24,G20 Meetings
high,107.7,EUR,Mon,3:00am,2016-07-25,German Ifo Business Climate
low,-6,GBP,Mon,5:00am,2016-07-25,CBI Industrial Order Expectations
medium,128M,NZD,Mon,5:45pm,2016-07-25,Trade Balance
low,0.1%,JPY,Mon,6:50pm,2016-07-25,SPPI y/y
low,40.2K,GBP,Tue,3:30am,2016-07-26,BBA Mortgage Approvals
low,-0.6,EUR,Tue,8:00am,2016-07-26,Belgian NBB Business Climate
low,5.6%,USD,Tue,8:00am,2016-07-26,S&P/CS Composite-20 HPI y/y
high,0.4%,AUD,Tue,8:30pm,2016-07-26,CPI q/q
medium,0.4%,AUD,Tue,8:30pm,2016-07-26,Trimmed Mean CPI q/q
low,51.2,USD,Tue,8:45am,2016-07-26,Flash Services PMI
low,-4,USD,Tue,8:59am,2016-07-26,Richmond Manufacturing Index
high,95.6,USD,Tue,9:00am,2016-07-26,CB Consumer Confidence
medium,560K,USD,Tue,9:00am,2016-07-26,New Home Sales
low,,CHF,Wed,1:00am,2016-07-27,UBS Consumption Indicator
low,0.6%,EUR,Wed,1:00am,2016-07-27,German Import Prices m/m
low,9.9,EUR,Wed,1:00am,2016-07-27,GfK German Consumer Climate
high,,USD,Wed,1:00pm,2016-07-27,FOMC Statement
high,<0.50%,USD,Wed,1:00pm,2016-07-27,Federal Funds Rate
medium,5.0%,EUR,Wed,3:00am,2016-07-27,M3 Money Supply y/y
low,1.7%,EUR,Wed,3:00am,2016-07-27,Private Loans y/y
high,0.5%,GBP,Wed,3:30am,2016-07-27,Prelim GDP q/q
low,0.3%,GBP,Wed,3:30am,2016-07-27,Index of Services 3m/3m
low,,EUR,Wed,4:35am,2016-07-27,German 30-y Bond Auction
low,2,GBP,Wed,5:00am,2016-07-27,CBI Realized Sales
high,0.3%,USD,Wed,7:30am,2016-07-27,Core Durable Goods Orders m/m
medium,-1.1%,USD,Wed,7:30am,2016-07-27,Durable Goods Orders m/m
low,1.6%,AUD,Wed,8:30pm,2016-07-27,Import Prices q/q
medium,1.9%,USD,Wed,9:00am,2016-07-27,Pending Home Sales m/m
high,-2.1M,USD,Wed,9:30am,2016-07-27,Crude Oil Inventories
high,,JPY,Thu,10:44pm,2016-07-28,BOJ Outlook Report
high,,JPY,Thu,10:44pm,2016-07-28,BOJ Policy Rate
high,,JPY,Thu,10:44pm,2016-07-28,Monetary Policy Statement
low,0.0%,GBP,Thu,1:00am,2016-07-28,Nationwide HPI m/m
medium,20.5%,EUR,Thu,2:00am,2016-07-28,Spanish Unemployment Rate
medium,-3K,EUR,Thu,2:55am,2016-07-28,German Unemployment Change
low,,EUR,Thu,4:16am,2016-07-28,Italian 10-y Bond Auction
low,-7,GBP,Thu,5:05pm,2016-07-28,GfK Consumer Confidence
low,,NZD,Thu,5:45pm,2016-07-28,Building Consents m/m
medium,-0.4%,JPY,Thu,6:30pm,2016-07-28,Household Spending y/y
medium,-0.4%,JPY,Thu,6:30pm,2016-07-28,Tokyo Core CPI y/y
low,-0.4%,JPY,Thu,6:30pm,2016-07-28,National Core CPI y/y
low,3.2%,JPY,Thu,6:30pm,2016-07-28,Unemployment Rate
medium,-1.2%,JPY,Thu,6:50pm,2016-07-28,Retail Sales y/y
low,0.6%,JPY,Thu,6:50pm,2016-07-28,Prelim Industrial Production m/m
high,261K,USD,Thu,7:30am,2016-07-28,Unemployment Claims
low,-62.2B,USD,Thu,7:30am,2016-07-28,Goods Trade Balance
medium,,NZD,Thu,8:00pm,2016-07-28,ANZ Business Confidence
medium,0.2%,AUD,Thu,8:30pm,2016-07-28,PPI q/q
low,0.5%,AUD,Thu,8:30pm,2016-07-28,Private Sector Credit m/m
low,29B,USD,Thu,9:30am,2016-07-28,Natural Gas Storage
medium,0.2%,EUR,Thu,All Day,2016-07-28,German Prelim CPI m/m
low,0.7%,JPY,Fri,12:00am,2016-07-29,BOJ Core CPI y/y
low,-2.8%,JPY,Fri,12:00am,2016-07-29,Housing Starts y/y
low,0.2%,EUR,Fri,12:30am,2016-07-29,French Prelim GDP q/q
medium,0.0%,EUR,Fri,1:00am,2016-07-29,German Retail Sales m/m
high,,JPY,Fri,1:30am,2016-07-29,BOJ Press Conference
low,0.1%,EUR,Fri,1:45am,2016-07-29,French Consumer Spending m/m
low,-0.3%,EUR,Fri,1:45am,2016-07-29,French Prelim CPI m/m
medium,101.6,CHF,Fri,2:00am,2016-07-29,KOF Economic Barometer
medium,-0.5%,EUR,Fri,2:00am,2016-07-29,Spanish Flash CPI y/y
medium,0.7%,EUR,Fri,2:00am,2016-07-29,Spanish Flash GDP q/q
low,11.4%,EUR,Fri,3:00am,2016-07-29,Italian Monthly Unemployment Rate
high,,EUR,Fri,3:00pm,2016-07-29,EBA Bank Stress Test Results
medium,4.2B,GBP,Fri,3:30am,2016-07-29,Net Lending to Individuals m/m
low,0.4%,GBP,Fri,3:30am,2016-07-29,M4 Money Supply m/m
low,66K,GBP,Fri,3:30am,2016-07-29,Mortgage Approvals
medium,0.1%,EUR,Fri,4:00am,2016-07-29,CPI Flash Estimate y/y
medium,0.9%,EUR,Fri,4:00am,2016-07-29,Core CPI Flash Estimate y/y
medium,0.3%,EUR,Fri,4:00am,2016-07-29,Prelim Flash GDP q/q
low,0.0%,EUR,Fri,4:00am,2016-07-29,Italian Prelim CPI m/m
low,10.1%,EUR,Fri,4:00am,2016-07-29,Unemployment Rate
high,-0.5%,CAD,Fri,7:30am,2016-07-29,GDP m/m
medium,3.2%,CAD,Fri,7:30am,2016-07-29,RMPI m/m
low,1.5%,CAD,Fri,7:30am,2016-07-29,IPPI m/m
high,2.6%,USD,Fri,7:30am,2016-07-29,Advance GDP q/q
medium,1.9%,USD,Fri,7:30am,2016-07-29,Advance GDP Price Index q/q
medium,0.6%,USD,Fri,7:30am,2016-07-29,Employment Cost Index q/q
medium,54.3,USD,Fri,8:45am,2016-07-29,Chicago PMI
medium,90.2,USD,Fri,9:00am,2016-07-29,Revised UoM Consumer Sentiment
low,,USD,Fri,9:00am,2016-07-29,Revised UoM Inflation Expectations
,,,Sat,,2016-07-30,
low,,AUD,Sun,6:30pm,2016-07-31,AIG Manufacturing Index
low,,AUD,Sun,8:00pm,2016-07-31,HIA New Home Sales m/m
low,,AUD,Sun,8:00pm,2016-07-31,MI Inflation Gauge m/m
high,50.1,CNY,Sun,8:00pm,2016-07-31,Manufacturing PMI
medium,,CNY,Sun,8:00pm,2016-07-31,Non-Manufacturing PMI
medium,,USD,Sun,8:15pm,2016-07-31,FOMC Member Dudley Speaks
medium,48.8,CNY,Sun,8:45pm,2016-07-31,Caixin Manufacturing PMI
low,49.0,JPY,Sun,9:00pm,2016-07-31,Final Manufacturing PMI
holiday,,AUD,Sun,All Day,2016-07-31,Bank Holiday
high,,NZD,Mon,10:00pm,2016-08-01,Inflation Expectations q/q
low,,JPY,Mon,10:45pm,2016-08-01,10-y Bond Auction
high,1.50%,AUD,Mon,11:30pm,2016-08-01,Cash Rate
high,,AUD,Mon,11:30pm,2016-08-01,RBA Rate Statement
low,,USD,Mon,1:00pm,2016-08-01,Loan Officer Survey
medium,51.6,EUR,Mon,2:15am,2016-08-01,Spanish Manufacturing PMI
low,52.5,EUR,Mon,2:45am,2016-08-01,Italian Manufacturing PMI
low,48.6,EUR,Mon,2:50am,2016-08-01,French Final Manufacturing PMI
low,53.7,EUR,Mon,2:55am,2016-08-01,German Final Manufacturing PMI
low,51.9,EUR,Mon,3:00am,2016-08-01,Final Manufacturing PMI
high,49.1,GBP,Mon,3:30am,2016-08-01,Manufacturing PMI
low,24.3%,JPY,Mon,6:50pm,2016-08-01,Monetary Base y/y
high,0.9%,AUD,Mon,8:30pm,2016-08-01,Building Approvals m/m
high,-2.00B,AUD,Mon,8:30pm,2016-08-01,Trade Balance
low,52.9,USD,Mon,8:45am,2016-08-01,Final Manufacturing PMI
high,53.1,USD,Mon,9:00am,2016-08-01,ISM Manufacturing PMI
low,0.5%,USD,Mon,9:00am,2016-08-01,Construction Spending m/m
low,61.0,USD,Mon,9:00am,2016-08-01,ISM Manufacturing Prices
holiday,,CAD,Mon,All Day,2016-08-01,Bank Holiday
holiday,,CHF,Mon,All Day,2016-08-01,Bank Holiday
low,42.2,JPY,Tue,12:00am,2016-08-02,Consumer Confidence
low,,AUD,Tue,1:30am,2016-08-02,Commodity Prices y/y
medium,-70.0K,EUR,Tue,2:00am,2016-08-02,Spanish Unemployment Change
low,-2.0%,CHF,Tue,2:15am,2016-08-02,Retail Sales y/y
low,51.9,CHF,Tue,2:30am,2016-08-02,Manufacturing PMI
high,44.2,GBP,Tue,3:30am,2016-08-02,Construction PMI
low,0.4%,EUR,Tue,4:00am,2016-08-02,PPI m/m
low,0.4%,NZD,Tue,5:45pm,2016-08-02,Labor Cost Index q/q
low,,GBP,Tue,6:01pm,2016-08-02,BRC Shop Price Index y/y
low,,AUD,Tue,6:30pm,2016-08-02,AIG Services Index
low,,JPY,Tue,6:50pm,2016-08-02,Monetary Policy Meeting Minutes
medium,0.1%,USD,Tue,7:30am,2016-08-02,Core PCE Price Index m/m
medium,0.3%,USD,Tue,7:30am,2016-08-02,Personal Spending m/m
low,0.3%,USD,Tue,7:30am,2016-08-02,Personal Income m/m
low,,NZD,Tue,8:00pm,2016-08-02,ANZ Commodity Prices m/m
low,,CAD,Tue,8:30am,2016-08-02,RBC Manufacturing PMI
medium,52.9,CNY,Tue,8:45pm,2016-08-02,Caixin Services PMI
high,,NZD,Tue,9:10am,2016-08-02,GDT Price Index
low,17.1M,USD,Tue,All Day,2016-08-02,Total Vehicle Sales
low,55.1,EUR,Wed,2:15am,2016-08-03,Spanish Services PMI
low,51.1,EUR,Wed,2:45am,2016-08-03,Italian Services PMI
low,50.3,EUR,Wed,2:50am,2016-08-03,French Final Services PMI
low,54.6,EUR,Wed,2:55am,2016-08-03,German Final Services PMI
low,52.8,EUR,Wed,3:00am,2016-08-03,Final Services PMI
high,47.4,GBP,Wed,3:30am,2016-08-03,Services PMI
low,0.0%,EUR,Wed,4:00am,2016-08-03,Retail Sales m/m
high,171K,USD,Wed,7:15am,2016-08-03,ADP Non-Farm Employment Change
high,0.3%,AUD,Wed,8:30pm,2016-08-03,Retail Sales m/m
low,51.0,USD,Wed,8:45am,2016-08-03,Final Services PMI
high,56.0,USD,Wed,9:00am,2016-08-03,ISM Non-Manufacturing PMI
high,-1.6M,USD,Wed,9:30am,2016-08-03,Crude Oil Inventories
low,-16,CHF,Thu,12:45am,2016-08-04,SECO Consumer Climate
low,,EUR,Thu,3:00am,2016-08-04,ECB Economic Bulletin
low,,EUR,Thu,3:10am,2016-08-04,Retail PMI
low,,EUR,Thu,3:59am,2016-08-04,French 10-y Bond Auction
high,,GBP,Thu,6:00am,2016-08-04,BOE Inflation Report
high,0-9-0,GBP,Thu,6:00am,2016-08-04,MPC Official Bank Rate Votes
high,,GBP,Thu,6:00am,2016-08-04,Monetary Policy Summary
high,0.25%,GBP,Thu,6:00am,2016-08-04,Official Bank Rate
medium,375B,GBP,Thu,6:00am,2016-08-04,Asset Purchase Facility
low,,GBP,Thu,6:00am,2016-08-04,FPC Statement
medium,0-0-9,GBP,Thu,6:04am,2016-08-04,MPC Asset Purchase Facility Votes
high,,GBP,Thu,6:30am,2016-08-04,BOE Gov Carney Speaks
low,,USD,Thu,6:30am,2016-08-04,Challenger Job Cuts y/y
low,,AUD,Thu,6:30pm,2016-08-04,AIG Construction Index
low,0.4%,JPY,Thu,7:00pm,2016-08-04,Average Cash Earnings y/y
high,265K,USD,Thu,7:30am,2016-08-04,Unemployment Claims
high,,AUD,Thu,8:30pm,2016-08-04,RBA Monetary Policy Statement
medium,-1.8%,USD,Thu,9:00am,2016-08-04,Factory Orders m/m
low,3B,USD,Thu,9:30am,2016-08-04,Natural Gas Storage
low,99.6%,JPY,Fri,12:00am,2016-08-05,Leading Indicators
medium,0.5%,EUR,Fri,1:00am,2016-08-05,German Factory Orders m/m
low,-3.9B,EUR,Fri,1:45am,2016-08-05,French Trade Balance
medium,,CHF,Fri,2:00am,2016-08-05,Foreign Currency Reserves
low,15.5B,USD,Fri,2:00pm,2016-08-05,Consumer Credit m/m
medium,-0.1%,GBP,Fri,2:30am,2016-08-05,Halifax HPI m/m
low,0.3%,EUR,Fri,3:00am,2016-08-05,Italian Industrial Production m/m
high,10.2K,CAD,Fri,7:30am,2016-08-05,Employment Change
high,-2.6B,CAD,Fri,7:30am,2016-08-05,Trade Balance
high,6.9%,CAD,Fri,7:30am,2016-08-05,Unemployment Rate
high,0.2%,USD,Fri,7:30am,2016-08-05,Average Hourly Earnings m/m
high,180K,USD,Fri,7:30am,2016-08-05,Non-Farm Employment Change
high,4.8%,USD,Fri,7:30am,2016-08-05,Unemployment Rate
low,-42.1B,USD,Fri,7:30am,2016-08-05,Trade Balance
medium,51.9,CAD,Fri,9:00am,2016-08-05,Ivey PMI
,,,Sat,,2016-08-06,
low,47.6B,CNY,Sun,10:07pm,2016-08-07,USD-Denominated Trade Balance
medium,1.60T,JPY,Sun,6:50pm,2016-08-07,Current Account
low,,JPY,Sun,6:50pm,2016-08-07,BOJ Summary of Opinions
low,,JPY,Sun,6:50pm,2016-08-07,Bank Lending y/y
low,,AUD,Sun,8:30pm,2016-08-07,ANZ Job Advertisements m/m
high,313B,CNY,Sun,9:59pm,2016-08-07,Trade Balance
low,,JPY,Mon,10:45pm,2016-08-08,30-y Bond Auction
low,42.6,JPY,Mon,12:00am,2016-08-08,Economy Watchers Sentiment
low,0.9%,EUR,Mon,1:00am,2016-08-08,German Industrial Production m/m
low,-0.5%,CHF,Mon,2:15am,2016-08-08,CPI m/m
low,3.6,EUR,Mon,3:30am,2016-08-08,Sentix Investor Confidence
low,,GBP,Mon,6:01pm,2016-08-08,BRC Retail Sales Monitor y/y
low,3.3%,JPY,Mon,6:50pm,2016-08-08,M2 Money Stock y/y
medium,2.7%,CAD,Mon,7:30am,2016-08-08,Building Permits m/m
medium,,AUD,Mon,8:30pm,2016-08-08,NAB Business Confidence
medium,1.7%,CNY,Mon,8:30pm,2016-08-08,CPI y/y
medium,-2.0%,CNY,Mon,8:30pm,2016-08-08,PPI y/y
low,,USD,Mon,9:00am,2016-08-08,Labor Market Conditions Index m/m
high,,AUD,Tue,10:05pm,2016-08-09,RBA Gov Stevens Speaks
low,0.3%,JPY,Tue,11:30pm,2016-08-09,Tertiary Industry Activity m/m
low,3.3%,CHF,Tue,12:45am,2016-08-09,Unemployment Rate
low,23.2B,EUR,Tue,1:00am,2016-08-09,German Trade Balance
low,,JPY,Tue,1:00am,2016-08-09,Prelim Machine Tool Orders y/y
low,,EUR,Tue,1:45am,2016-08-09,French Gov Budget Balance
high,0.0%,GBP,Tue,3:30am,2016-08-09,Manufacturing Production m/m
medium,-9.6B,GBP,Tue,3:30am,2016-08-09,Goods Trade Balance
low,-0.1%,GBP,Tue,3:30am,2016-08-09,Industrial Production m/m
low,94.5,USD,Tue,5:00am,2016-08-09,NFIB Small Business Index
low,3.4%,JPY,Tue,6:50pm,2016-08-09,Core Machinery Orders m/m
low,-4.0%,JPY,Tue,6:50pm,2016-08-09,PPI y/y
low,196K,CAD,Tue,7:13am,2016-08-09,Housing Starts
medium,0.5%,USD,Tue,7:30am,2016-08-09,Prelim Nonfarm Productivity q/q
medium,1.8%,USD,Tue,7:30am,2016-08-09,Prelim Unit Labor Costs q/q
low,,AUD,Tue,7:30pm,2016-08-09,Westpac Consumer Sentiment
low,2.4%,AUD,Tue,8:30pm,2016-08-09,Home Loans m/m
low,,GBP,Tue,8:53am,2016-08-09,NIESR GDP Estimate
low,0.0%,USD,Tue,9:00am,2016-08-09,Final Wholesale Inventories m/m
low,46.2,USD,Tue,9:00am,2016-08-09,IBD/TIPP Economic Optimism
low,,USD,Wed,12:01pm,2016-08-10,10-y Bond Auction
low,-119.0B,USD,Wed,1:00pm,2016-08-10,Federal Budget Balance
low,0.3%,EUR,Wed,1:45am,2016-08-10,French Industrial Production m/m
high,2.00%,NZD,Wed,4:00pm,2016-08-10,Official Cash Rate
high,,NZD,Wed,4:00pm,2016-08-10,RBNZ Rate Statement
medium,,NZD,Wed,4:00pm,2016-08-10,RBNZ Monetary Policy Statement
low,,EUR,Wed,4:35am,2016-08-10,German 10-y Bond Auction
high,,NZD,Wed,5:00pm,2016-08-10,RBNZ Press Conference
low,,NZD,Wed,5:45pm,2016-08-10,FPI m/m
low,19%,GBP,Wed,6:01pm,2016-08-10,RICS House Price Balance
low,,AUD,Wed,8:00pm,2016-08-10,MI Inflation Expectations
high,,NZD,Wed,8:10pm,2016-08-10,RBNZ Gov Wheeler Speaks
medium,5.52M,USD,Wed,9:03am,2016-08-10,JOLTS Job Openings
high,-1.3M,USD,Wed,9:30am,2016-08-10,Crude Oil Inventories
holiday,,JPY,Wed,All Day,2016-08-10,Bank Holiday
low,,USD,Thu,12:01pm,2016-08-11,30-y Bond Auction
low,-0.4%,EUR,Thu,1:45am,2016-08-11,French Final CPI m/m
low,4.87B,EUR,Thu,4:00am,2016-08-11,Italian Trade Balance
low,,NZD,Thu,5:30pm,2016-08-11,Business NZ Manufacturing Index
high,1.0%,NZD,Thu,5:45pm,2016-08-11,Retail Sales q/q
medium,1.1%,NZD,Thu,5:50pm,2016-08-11,Core Retail Sales q/q
medium,0.2%,CAD,Thu,7:30am,2016-08-11,NHPI m/m
high,272K,USD,Thu,7:30am,2016-08-11,Unemployment Claims
medium,-0.2%,USD,Thu,7:30am,2016-08-11,Import Prices m/m
medium,,USD,Thu,9:00am,2016-08-11,Mortgage Delinquencies
high,6.2%,CNY,Thu,9:00pm,2016-08-11,Industrial Production y/y
medium,8.9%,CNY,Thu,9:00pm,2016-08-11,Fixed Asset Investment ytd/y
low,10.5%,CNY,Thu,9:00pm,2016-08-11,Retail Sales y/y
low,24B,USD,Thu,9:30am,2016-08-11,Natural Gas Storage
high,0.3%,EUR,Fri,1:00am,2016-08-12,German Prelim GDP q/q
low,0.3%,EUR,Fri,1:00am,2016-08-12,German Final CPI m/m
low,0.3%,EUR,Fri,1:00am,2016-08-12,German WPI m/m
low,0.2%,EUR,Fri,1:45am,2016-08-12,French Prelim Non-Farm Payrolls q/q
